A0A0R4IF99	TRINITY_DN151302_c0_g1_i1	6.9e-08
A0A0R4IVA4	TRINITY_DN114969_c0_g2_i1	3.2e-16
A0A0R4IVA4	TRINITY_DN152199_c0_g1_i1	1.4e-25
A0A0R4IVA4	TRINITY_DN212830_c0_g1_i1	2.7e-30
A0A0R4IVA4	TRINITY_DN212830_c0_g1_i2	1.3e-37
A0A0R4IVA4	TRINITY_DN280977_c0_g1_i1	8.9e-87
A0A0R4IVA4	TRINITY_DN292668_c0_g2_i2	2.9e-82
A0A0R4IVA4	TRINITY_DN320182_c0_g1_i1	1.5e-06
A0A0R4IVA4	TRINITY_DN381346_c0_g1_i1	1.4e-14
A0A0R4IVA4	TRINITY_DN638269_c0_g1_i1	3.6e-09
A0A0R4IVA4	TRINITY_DN674681_c0_g1_i1	2.1e-23
A0A0R4IVA4	TRINITY_DN690048_c0_g1_i1	1.7e-16
A0A0U1LQE1	TRINITY_DN4028_c0_g1_i1	4.9e-08
A0A0U2IR85	TRINITY_DN301370_c0_g1_i2	4.8e-13
A0A0U2IR85	TRINITY_DN313762_c0_g3_i1	5.1e-11
A0A0U2IR85	TRINITY_DN557386_c0_g1_i1	3.3e-07
A0A0U2IR85	TRINITY_DN593864_c0_g1_i1	2.1e-16
A0A140NDS5	TRINITY_DN160590_c0_g1_i1	1.5e-10
A0A178VEK7	TRINITY_DN114782_c0_g1_i1	3.5e-07
A0A193KX02	TRINITY_DN465533_c0_g1_i1	2.4e-08
A0A1B0GUS4	TRINITY_DN481075_c0_g1_i1	1.9e-14
A0A1B4XBG9	TRINITY_DN223162_c0_g1_i1	8.2e-11
A0A1B4XBH0	TRINITY_DN295103_c0_g1_i1	1.6e-12
A0A1B4XBH0	TRINITY_DN295103_c0_g1_i2	8.5e-13
A0A1B4XBH0	TRINITY_DN295103_c0_g1_i3	1.6e-12
A0A1B4XBH7	TRINITY_DN252481_c0_g1_i1	2.5e-09
A0A1B4XBH8	TRINITY_DN191018_c0_g1_i1	1.7e-08
A0A1C3NSL9	TRINITY_DN202882_c0_g1_i1	1.5e-42
A0A1C3NSL9	TRINITY_DN202882_c0_g1_i2	5.8e-25
A0A1D3PCM3	TRINITY_DN470404_c0_g1_i1	7.7e-09
A0A1D5P556	TRINITY_DN250330_c0_g1_i1	1.5e-19
A0A1D8PCL1	TRINITY_DN477902_c0_g1_i1	1.3e-17
A0A1D8PI78	TRINITY_DN125337_c0_g1_i1	6.6e-11
A0A1F4	TRINITY_DN534115_c0_g1_i1	2.0e-07
A0A1L8H579	TRINITY_DN195082_c0_g1_i1	9.8e-31
A0A1L8H579	TRINITY_DN195082_c0_g1_i2	5.4e-16
A0A1L8H579	TRINITY_DN294816_c1_g1_i1	1.1e-39
A0A1L8H579	TRINITY_DN294816_c1_g1_i2	7.7e-40
A0A1L8H579	TRINITY_DN294816_c1_g1_i3	1.1e-39
A0A1L8H579	TRINITY_DN400755_c0_g1_i1	9.4e-08
A0A1L8H579	TRINITY_DN479741_c0_g1_i1	7.3e-06
A0A1L8H579	TRINITY_DN491221_c0_g1_i1	1.6e-06
A0A1L8H579	TRINITY_DN584418_c0_g1_i1	3.5e-07
A0A1L8HCK2	TRINITY_DN14051_c0_g1_i1	5.4e-37
A0A1P8AUY4	TRINITY_DN225217_c0_g2_i1	1.1e-23
A0A1U8QNG8	TRINITY_DN316037_c0_g4_i1	5.3e-12
A0A1U8QNG8	TRINITY_DN405679_c0_g1_i1	5.9e-10
A0A1U8QNG8	TRINITY_DN423628_c0_g1_i1	1.7e-09
A0A8M2	TRINITY_DN163095_c0_g1_i2	1.5e-05
A0A8M2	TRINITY_DN163095_c0_g1_i2	6.0e-07
A0A8M2	TRINITY_DN298242_c0_g2_i1	4.8e-07
A0AAR7	TRINITY_DN203887_c0_g1_i1	2.4e-07
A0AAR7	TRINITY_DN540902_c0_g1_i1	2.1e-08
A0ACX8	TRINITY_DN352838_c0_g1_i1	2.2e-49
A0AIW8	TRINITY_DN440015_c0_g1_i1	2.4e-08
A0AUQ6	TRINITY_DN27652_c0_g1_i1	6.3e-08
A0AUS0	TRINITY_DN303129_c4_g1_i2	1.1e-09
A0AUS0	TRINITY_DN303129_c4_g1_i3	1.1e-09
A0AUS0	TRINITY_DN304568_c0_g1_i1	6.4e-07
A0AUS0	TRINITY_DN304568_c0_g1_i2	2.8e-07
A0AUS0	TRINITY_DN483290_c0_g1_i1	5.7e-06
A0AUS0	TRINITY_DN621145_c0_g1_i1	7.1e-07
A0AUV4	TRINITY_DN568042_c0_g1_i1	3.0e-09
A0AVF1	TRINITY_DN693472_c0_g1_i1	1.3e-35
A0AVI2	TRINITY_DN323828_c0_g1_i1	1.9e-07
A0AVI2	TRINITY_DN405452_c0_g1_i1	1.0e-09
A0AVI2	TRINITY_DN42194_c0_g1_i2	5.8e-06
A0AVT1	TRINITY_DN603388_c0_g1_i1	1.4e-09
A0AWV9	TRINITY_DN275997_c0_g1_i1	1.3e-26
A0AWV9	TRINITY_DN275997_c0_g1_i2	5.4e-27
A0AWV9	TRINITY_DN275997_c0_g1_i3	6.4e-27
A0AWV9	TRINITY_DN275997_c0_g1_i5	1.4e-26
A0B5U4	TRINITY_DN342825_c0_g1_i1	5.5e-07
A0B6X3	TRINITY_DN21929_c0_g1_i1	6.0e-08
A0B7D5	TRINITY_DN432592_c0_g1_i1	4.6e-09
A0B7D6	TRINITY_DN298046_c2_g3_i2	2.1e-08
A0B7D6	TRINITY_DN316993_c2_g1_i10	2.3e-07
A0B7N4	TRINITY_DN277642_c0_g2_i1	1.8e-07
A0B9A2	TRINITY_DN3093_c0_g1_i1	1.6e-14
A0B9A2	TRINITY_DN476348_c0_g1_i1	4.2e-10
A0BD92	TRINITY_DN356969_c0_g1_i1	6.6e-17
A0BLX0	TRINITY_DN215468_c0_g1_i1	2.0e-09
A0BLX0	TRINITY_DN22992_c0_g1_i1	2.3e-08
A0BLX0	TRINITY_DN291593_c0_g3_i1	1.2e-06
A0BQL0	TRINITY_DN517711_c0_g1_i1	1.5e-08
A0CDD4	TRINITY_DN494292_c0_g1_i1	1.7e-14
A0CDD4	TRINITY_DN574615_c0_g1_i1	8.3e-13
A0CEY2	TRINITY_DN242269_c0_g1_i1	1.2e-07
A0CUB5	TRINITY_DN44754_c0_g1_i1	1.7e-07
A0CUB5	TRINITY_DN481309_c0_g1_i1	9.2e-09
A0CUB5	TRINITY_DN511139_c0_g1_i1	8.0e-10
A0CUB5	TRINITY_DN644292_c0_g1_i1	2.7e-06
A0DB19	TRINITY_DN285951_c0_g2_i3	2.1e-07
A0DSB3	TRINITY_DN143674_c0_g1_i1	3.8e-08
A0DSB3	TRINITY_DN528547_c0_g1_i1	5.6e-06
A0DTY1	TRINITY_DN371549_c0_g1_i1	9.0e-09
A0DTY1	TRINITY_DN669860_c0_g1_i1	4.4e-06
A0E2L1	TRINITY_DN257208_c0_g1_i1	6.4e-06
A0E358	TRINITY_DN424754_c0_g1_i1	1.8e-07
A0FGR8	TRINITY_DN126857_c0_g1_i1	1.1e-15
A0FKG7	TRINITY_DN189555_c0_g1_i1	3.1e-22
A0FKG7	TRINITY_DN200068_c0_g1_i1	3.5e-26
A0FKG7	TRINITY_DN215138_c0_g1_i1	1.3e-30
A0FKG7	TRINITY_DN239715_c0_g1_i1	8.7e-24
A0FKG7	TRINITY_DN307181_c0_g2_i1	7.1e-19
A0FKG7	TRINITY_DN307181_c0_g2_i2	2.3e-15
A0FKG7	TRINITY_DN390641_c0_g1_i1	3.9e-20
A0FKG7	TRINITY_DN567385_c0_g1_i1	1.6e-13
A0FKG7	TRINITY_DN632025_c0_g1_i1	2.1e-12
A0JJX5	TRINITY_DN345747_c0_g1_i1	8.4e-06
A0JJZ6	TRINITY_DN368308_c0_g1_i1	8.6e-09
A0JLY1	TRINITY_DN521594_c0_g1_i1	6.5e-09
A0JM13	TRINITY_DN415844_c0_g1_i1	2.2e-07
A0JM13	TRINITY_DN471385_c0_g1_i1	1.0e-07
A0JM23	TRINITY_DN516274_c0_g1_i1	8.0e-08
A0JM49	TRINITY_DN26305_c0_g2_i1	7.7e-10
A0JMA8	TRINITY_DN294186_c0_g1_i1	9.4e-72
A0JMA8	TRINITY_DN294186_c0_g1_i3	1.0e-71
A0JMD0	TRINITY_DN522222_c0_g1_i1	1.3e-07
A0JMD0	TRINITY_DN81111_c0_g1_i1	2.0e-21
A0JMD2	TRINITY_DN100429_c0_g1_i1	1.8e-11
A0JMD2	TRINITY_DN292460_c0_g1_i2	5.7e-11
A0JMD2	TRINITY_DN312711_c1_g1_i3	2.3e-09
A0JMD2	TRINITY_DN312711_c1_g1_i4	2.3e-09
A0JMD2	TRINITY_DN660150_c0_g1_i1	4.9e-11
A0JMD2	TRINITY_DN92593_c0_g1_i1	3.7e-08
A0JMD2	TRINITY_DN99003_c0_g1_i1	3.4e-10
A0JME6	TRINITY_DN359440_c0_g1_i1	2.0e-09
A0JME6	TRINITY_DN436187_c0_g1_i1	2.1e-22
A0JME6	TRINITY_DN570987_c0_g1_i1	1.4e-14
A0JMH0	TRINITY_DN235163_c0_g1_i1	1.5e-23
A0JMH0	TRINITY_DN248051_c0_g2_i1	1.7e-22
A0JMH0	TRINITY_DN323528_c0_g1_i1	8.5e-19
A0JMH0	TRINITY_DN435761_c0_g1_i1	4.1e-24
A0JMH0	TRINITY_DN573598_c0_g1_i1	1.3e-11
A0JMH2	TRINITY_DN105058_c0_g1_i1	4.3e-13
A0JMH2	TRINITY_DN223487_c0_g1_i1	3.7e-07
A0JMH2	TRINITY_DN223487_c0_g1_i1	9.2e-06
A0JMH2	TRINITY_DN223487_c0_g1_i2	1.0e-19
A0JMH2	TRINITY_DN314205_c1_g1_i1	1.3e-12
A0JMH2	TRINITY_DN577565_c0_g1_i1	5.8e-12
A0JMK5	TRINITY_DN298437_c4_g1_i1	6.7e-08
A0JMK9	TRINITY_DN177241_c0_g1_i1	1.6e-08
A0JMK9	TRINITY_DN253391_c1_g1_i2	9.7e-13
A0JMQ9	TRINITY_DN207196_c0_g1_i1	4.0e-06
A0JMS7	TRINITY_DN384773_c0_g1_i1	1.3e-07
A0JMU5	TRINITY_DN177109_c0_g1_i1	1.4e-10
A0JMV4	TRINITY_DN491212_c0_g1_i1	2.6e-08
A0JMY4	TRINITY_DN441398_c0_g1_i1	5.3e-06
A0JMY5	TRINITY_DN31247_c0_g1_i1	2.3e-12
A0JN61	TRINITY_DN334872_c0_g1_i1	2.9e-17
A0JN62	TRINITY_DN257773_c0_g1_i1	9.3e-12
A0JN62	TRINITY_DN302285_c0_g4_i1	4.8e-11
A0JN69	TRINITY_DN303357_c1_g2_i1	7.8e-10
A0JN69	TRINITY_DN303357_c1_g2_i2	6.9e-10
A0JN69	TRINITY_DN38131_c0_g1_i1	2.9e-06
A0JN80	TRINITY_DN458646_c0_g1_i1	1.1e-10
A0JND3	TRINITY_DN284740_c0_g1_i4	8.6e-19
A0JND3	TRINITY_DN284740_c0_g1_i6	2.4e-18
A0JND3	TRINITY_DN284740_c0_g1_i8	2.4e-18
A0JND4	TRINITY_DN312614_c2_g2_i3	2.3e-06
A0JND4	TRINITY_DN463696_c0_g1_i1	1.2e-10
A0JND9	TRINITY_DN200929_c0_g1_i1	9.9e-07
A0JNI4	TRINITY_DN359788_c0_g1_i1	2.2e-13
A0JNI4	TRINITY_DN384613_c0_g1_i1	1.6e-11
A0JNI5	TRINITY_DN302857_c1_g5_i1	5.7e-13
A0JNI5	TRINITY_DN302857_c1_g5_i2	3.1e-13
A0JNI5	TRINITY_DN302857_c1_g5_i3	3.6e-13
A0JNK3	TRINITY_DN545651_c0_g1_i1	2.9e-06
A0JNU3	TRINITY_DN672717_c0_g1_i1	1.9e-14
A0JP70	TRINITY_DN108524_c0_g1_i1	3.3e-16
A0JP80	TRINITY_DN339877_c0_g1_i1	1.1e-07
A0JP85	TRINITY_DN263252_c0_g2_i1	1.2e-06
A0JP85	TRINITY_DN502227_c0_g1_i1	5.4e-06
A0JP85	TRINITY_DN516258_c0_g1_i1	2.0e-10
A0JP85	TRINITY_DN522158_c0_g1_i1	3.0e-12
A0JP85	TRINITY_DN539838_c0_g1_i1	3.8e-09
A0JPA0	TRINITY_DN137144_c0_g1_i2	7.4e-13
A0JPA0	TRINITY_DN369745_c0_g1_i1	3.4e-10
A0JPD7	TRINITY_DN298719_c5_g1_i1	1.6e-26
A0JPD7	TRINITY_DN298719_c5_g1_i2	1.6e-26
A0JPD7	TRINITY_DN333770_c0_g1_i1	1.2e-09
A0JPH7	TRINITY_DN323765_c0_g1_i1	3.0e-13
A0JPP8	TRINITY_DN448627_c0_g1_i1	5.2e-31
A0JSP6	TRINITY_DN285342_c0_g2_i1	2.7e-25
A0JSP6	TRINITY_DN683160_c0_g1_i1	1.0e-18
A0JWP3	TRINITY_DN276297_c0_g1_i1	3.0e-12
A0JZ74	TRINITY_DN254183_c0_g1_i1	4.6e-06
A0K2V4	TRINITY_DN237400_c0_g1_i1	2.5e-26
A0KEF8	TRINITY_DN15767_c0_g1_i1	1.7e-07
A0KF22	TRINITY_DN625115_c0_g1_i1	1.3e-26
A0KJU0	TRINITY_DN491882_c0_g1_i1	2.1e-07
A0KLC8	TRINITY_DN97072_c0_g1_i1	1.5e-14
A0KN65	TRINITY_DN154220_c0_g1_i1	7.6e-25
A0KN65	TRINITY_DN154220_c0_g1_i2	8.2e-25
A0KQ95	TRINITY_DN691583_c0_g1_i1	4.9e-08
A0KQH4	TRINITY_DN106145_c0_g1_i1	8.2e-10
A0KQK0	TRINITY_DN621484_c0_g1_i1	3.9e-11
A0KQY2	TRINITY_DN560169_c0_g1_i1	1.6e-17
A0KQY2	TRINITY_DN699683_c0_g1_i1	3.9e-12
A0KVL6	TRINITY_DN296617_c5_g1_i1	1.4e-08
A0L153	TRINITY_DN313419_c1_g1_i5	1.4e-17
A0L153	TRINITY_DN401617_c0_g1_i1	3.6e-34
A0L1N4	TRINITY_DN506912_c0_g1_i1	5.9e-08
A0L3K3	TRINITY_DN659806_c0_g1_i1	1.9e-14
A0L5Y3	TRINITY_DN495447_c0_g1_i1	2.7e-06
A0L9N3	TRINITY_DN261295_c0_g1_i2	5.0e-07
A0LA38	TRINITY_DN369835_c0_g1_i1	2.3e-13
A0LDT3	TRINITY_DN573855_c0_g1_i1	2.6e-06
A0LI67	TRINITY_DN398459_c0_g1_i1	8.0e-16
A0LIL1	TRINITY_DN313188_c5_g3_i1	2.4e-15
A0LIL1	TRINITY_DN313188_c5_g3_i2	2.4e-15
A0LIL1	TRINITY_DN313188_c5_g3_i5	2.5e-15
A0LMC0	TRINITY_DN78156_c0_g1_i1	5.3e-27
A0LNW5	TRINITY_DN258781_c0_g1_i1	1.3e-72
A0LSR0	TRINITY_DN29862_c0_g1_i1	6.9e-12
A0LT89	TRINITY_DN508816_c0_g1_i1	9.7e-14
A0LUC5	TRINITY_DN570099_c0_g1_i1	4.3e-11
A0LV21	TRINITY_DN315928_c0_g1_i1	5.7e-10
A0LXJ9	TRINITY_DN345621_c0_g1_i1	2.8e-15
A0LXP9	TRINITY_DN512632_c0_g1_i1	2.3e-09
A0LXQ1	TRINITY_DN229728_c0_g1_i1	4.0e-21
A0LXQ1	TRINITY_DN229728_c0_g1_i2	3.2e-21
A0LXQ1	TRINITY_DN229728_c0_g1_i3	3.3e-21
A0LXQ1	TRINITY_DN266685_c0_g1_i1	9.1e-28
A0LXQ1	TRINITY_DN276980_c0_g1_i1	3.0e-19
A0LXQ1	TRINITY_DN276980_c0_g1_i2	2.1e-21
A0LXQ1	TRINITY_DN472647_c0_g1_i1	1.0e-17
A0LXQ1	TRINITY_DN539378_c0_g1_i1	7.2e-21
A0LXQ1	TRINITY_DN559972_c0_g1_i1	3.3e-20
A0LYC2	TRINITY_DN208571_c0_g1_i1	1.4e-30
A0LYC3	TRINITY_DN229325_c0_g1_i1	2.4e-42
A0LYC3	TRINITY_DN229325_c1_g1_i1	5.5e-25
A0LYZ0	TRINITY_DN364136_c0_g1_i1	4.1e-09
A0LYZ1	TRINITY_DN247615_c0_g1_i1	3.5e-22
A0LYZ1	TRINITY_DN247615_c0_g1_i2	3.5e-22
A0LZD4	TRINITY_DN345067_c0_g1_i1	3.3e-19
A0LZI4	TRINITY_DN531797_c0_g1_i1	2.3e-15
A0LZM9	TRINITY_DN230296_c0_g1_i1	3.8e-74
A0LZM9	TRINITY_DN399935_c0_g1_i1	2.2e-14
A0LZM9	TRINITY_DN495231_c0_g1_i1	1.1e-22
A0M0A2	TRINITY_DN260992_c0_g1_i1	9.0e-17
A0M0A2	TRINITY_DN260992_c1_g1_i1	1.1e-16
A0M0A2	TRINITY_DN260992_c1_g1_i2	9.0e-17
A0M0A2	TRINITY_DN260992_c1_g2_i1	5.8e-17
A0M0A2	TRINITY_DN268957_c0_g1_i1	1.1e-17
A0M0A2	TRINITY_DN268957_c0_g1_i2	2.2e-17
A0M0A2	TRINITY_DN268957_c0_g1_i3	3.1e-17
A0M0A2	TRINITY_DN268957_c0_g2_i1	3.4e-09
A0M0A2	TRINITY_DN268957_c0_g2_i2	1.7e-17
A0M0A2	TRINITY_DN268957_c1_g1_i1	9.1e-18
A0M0A2	TRINITY_DN268957_c1_g1_i2	1.2e-17
A0M0A2	TRINITY_DN268957_c1_g1_i3	9.1e-18
A0M0A2	TRINITY_DN268957_c1_g2_i1	3.3e-18
A0M0A2	TRINITY_DN415883_c0_g1_i1	2.5e-15
A0M0A2	TRINITY_DN57476_c0_g1_i1	1.2e-16
A0M0D7	TRINITY_DN195261_c0_g1_i1	2.0e-49
A0M0D7	TRINITY_DN195261_c0_g1_i2	1.1e-16
A0M0D9	TRINITY_DN494232_c0_g1_i1	4.6e-27
A0M287	TRINITY_DN287316_c0_g2_i3	8.3e-13
A0M353	TRINITY_DN323590_c0_g1_i1	1.4e-18
A0M353	TRINITY_DN485322_c0_g1_i1	5.5e-08
A0M3L3	TRINITY_DN110333_c0_g1_i1	6.7e-26
A0M3L3	TRINITY_DN55656_c0_g1_i1	1.2e-23
A0M3L3	TRINITY_DN55656_c0_g1_i2	1.4e-24
A0M3L4	TRINITY_DN152202_c0_g1_i1	7.4e-22
A0M3L4	TRINITY_DN512998_c0_g1_i1	3.1e-22
A0M3Z1	TRINITY_DN627923_c0_g1_i1	7.7e-28
A0M4Y1	TRINITY_DN149317_c0_g1_i1	6.1e-09
A0M4Z2	TRINITY_DN220592_c0_g2_i1	1.8e-21
A0M529	TRINITY_DN597320_c0_g1_i1	2.9e-20
A0M573	TRINITY_DN150756_c0_g1_i1	1.4e-37
A0M574	TRINITY_DN161334_c0_g1_i1	5.3e-30
A0M581	TRINITY_DN619910_c0_g1_i1	2.3e-08
A0M592	TRINITY_DN265989_c0_g1_i1	1.9e-57
A0M592	TRINITY_DN265989_c0_g1_i2	9.1e-27
A0M592	TRINITY_DN265989_c0_g1_i5	1.4e-57
A0M592	TRINITY_DN339993_c0_g1_i1	1.3e-36
A0M593	TRINITY_DN23106_c0_g1_i1	8.7e-25
A0M595	TRINITY_DN141686_c0_g1_i2	5.6e-09
A0M5H7	TRINITY_DN49103_c0_g1_i1	3.4e-10
