TRINITY_DN314234_c0_g5	DNA binding	nucleic acid binding activity	F
TRINITY_DN316210_c2_g1	DNA binding	nucleic acid binding activity	F
TRINITY_DN316260_c0_g1	DNA binding	nucleic acid binding activity	F
TRINITY_DN316260_c0_g3	DNA binding	nucleic acid binding activity	F
TRINITY_DN316973_c2_g1	DNA binding	nucleic acid binding activity	F
TRINITY_DN276983_c0_g1	double-stranded DNA binding	nucleic acid binding activity	F
TRINITY_DN293494_c0_g1	double-stranded DNA binding	nucleic acid binding activity	F
TRINITY_DN314234_c0_g5	double-stranded DNA binding	nucleic acid binding activity	F
TRINITY_DN278923_c1_g1	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN278923_c1_g1	transcription factor activity	transcription regulatory activity	F
TRINITY_DN292979_c1_g2	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN292979_c1_g2	transcription factor activity	transcription regulatory activity	F
TRINITY_DN293450_c1_g1	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN293450_c1_g1	transcription factor activity	transcription regulatory activity	F
TRINITY_DN298447_c0_g1	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN298447_c0_g1	transcription factor activity	transcription regulatory activity	F
TRINITY_DN299255_c0_g1	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN299255_c0_g1	transcription factor activity	transcription regulatory activity	F
TRINITY_DN299276_c0_g5	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN299276_c0_g5	transcription factor activity	transcription regulatory activity	F
TRINITY_DN299658_c5_g1	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN299658_c5_g1	transcription factor activity	transcription regulatory activity	F
TRINITY_DN311419_c1_g1	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN311419_c1_g1	transcription factor activity	transcription regulatory activity	F
TRINITY_DN311475_c2_g1	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN311475_c2_g1	transcription factor activity	transcription regulatory activity	F
TRINITY_DN312707_c1_g1	transcription factor activity	nucleic acid binding activity	F
TRINITY_DN312707_c1_g1	transcription factor activity	transcription regulatory activity	F
TRINITY_DN277394_c0_g1	mRNA binding	nucleic acid binding activity	F
TRINITY_DN292320_c0_g2	mRNA binding	nucleic acid binding activity	F
TRINITY_DN310768_c2_g1	mRNA binding	nucleic acid binding activity	F
TRINITY_DN546034_c0_g1	mRNA binding	nucleic acid binding activity	F
TRINITY_DN252362_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN255993_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN259162_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN274735_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN276418_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN276582_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN278928_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN293383_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN294189_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN294772_c2_g5	structural constituent of ribosome	other molecular function	F
TRINITY_DN294775_c0_g2	structural constituent of ribosome	other molecular function	F
TRINITY_DN295075_c3_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN296759_c4_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN299270_c7_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN299653_c1_g2	structural constituent of ribosome	other molecular function	F
TRINITY_DN310743_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN316904_c8_g6	structural constituent of ribosome	other molecular function	F
TRINITY_DN524499_c0_g1	structural constituent of ribosome	other molecular function	F
TRINITY_DN299729_c1_g1	translation initiation factor activity	nucleic acid binding activity	F
TRINITY_DN312702_c0_g1	translation initiation factor activity	nucleic acid binding activity	F
TRINITY_DN299729_c1_g1	translation elongation factor activity	nucleic acid binding activity	F
TRINITY_DN311463_c3_g2	translation elongation factor activity	nucleic acid binding activity	F
TRINITY_DN312702_c0_g1	translation elongation factor activity	nucleic acid binding activity	F
TRINITY_DN312717_c0_g3	translation elongation factor activity	nucleic acid binding activity	F
TRINITY_DN316993_c2_g1	translation elongation factor activity	nucleic acid binding activity	F
TRINITY_DN151705_c0_g1	protein disulfide isomerase activity	other molecular function	F
TRINITY_DN227360_c0_g2	motor activity	cytoskeletal activity	F
TRINITY_DN311484_c1_g1	motor activity	cytoskeletal activity	F
TRINITY_DN312737_c2_g5	motor activity	cytoskeletal activity	F
TRINITY_DN312799_c0_g2	motor activity	cytoskeletal activity	F
TRINITY_DN227360_c0_g2	microtubule motor activity	cytoskeletal activity	F
TRINITY_DN311484_c1_g1	microtubule motor activity	cytoskeletal activity	F
TRINITY_DN254239_c0_g1	actin binding	cytoskeletal activity	F
TRINITY_DN231504_c0_g1	1-acylglycerol-3-phosphate O-acyltransferase activity	other molecular function	F
TRINITY_DN256326_c0_g1	1-acylglycerol-3-phosphate O-acyltransferase activity	other molecular function	F
TRINITY_DN292335_c2_g3	GTPase activity	other molecular function	F
TRINITY_DN310027_c1_g1	GTPase activity	other molecular function	F
TRINITY_DN311476_c1_g3	GTPase activity	other molecular function	F
TRINITY_DN311789_c4_g1	GTPase activity	other molecular function	F
TRINITY_DN314831_c0_g1	GTPase activity	other molecular function	F
TRINITY_DN3495_c0_g1	GTPase activity	other molecular function	F
TRINITY_DN317243_c9_g4	RNA-directed DNA polymerase activity	other molecular function	F
TRINITY_DN271265_c0_g1	acetyl-CoA carboxylase activity	other molecular function	F
TRINITY_DN314848_c0_g1	acetyl-CoA carboxylase activity	other molecular function	F
TRINITY_DN314167_c0_g1	acid phosphatase activity	other molecular function	F
TRINITY_DN278387_c0_g1	acyl-CoA ligase activity	other molecular function	F
TRINITY_DN311486_c4_g1	acyl-CoA ligase activity	other molecular function	F
TRINITY_DN294142_c0_g1	endopeptidase activity	other molecular function	F
TRINITY_DN298447_c1_g1	endopeptidase activity	other molecular function	F
TRINITY_DN299202_c0_g2	endopeptidase activity	other molecular function	F
TRINITY_DN311738_c1_g1	endopeptidase activity	other molecular function	F
TRINITY_DN314160_c4_g1	endopeptidase activity	other molecular function	F
TRINITY_DN314168_c2_g5	endopeptidase activity	other molecular function	F
TRINITY_DN314275_c4_g1	endopeptidase activity	other molecular function	F
TRINITY_DN316223_c6_g3	endopeptidase activity	other molecular function	F
TRINITY_DN316900_c0_g1	endopeptidase activity	other molecular function	F
TRINITY_DN316900_c0_g2	endopeptidase activity	other molecular function	F
TRINITY_DN316900_c0_g3	endopeptidase activity	other molecular function	F
TRINITY_DN311986_c0_g1	ATP-dependent peptidase activity	other molecular function	F
TRINITY_DN256557_c0_g2	aminopeptidase activity	other molecular function	F
TRINITY_DN277209_c0_g1	carboxypeptidase activity	other molecular function	F
TRINITY_DN311738_c1_g1	aspartic-type endopeptidase activity	other molecular function	F
TRINITY_DN314275_c4_g1	aspartic-type endopeptidase activity	other molecular function	F
TRINITY_DN316223_c6_g3	aspartic-type endopeptidase activity	other molecular function	F
TRINITY_DN316900_c0_g1	aspartic-type endopeptidase activity	other molecular function	F
TRINITY_DN316900_c0_g2	aspartic-type endopeptidase activity	other molecular function	F
TRINITY_DN316900_c0_g3	aspartic-type endopeptidase activity	other molecular function	F
TRINITY_DN298447_c1_g1	metalloendopeptidase activity	other molecular function	F
TRINITY_DN314168_c2_g5	metalloendopeptidase activity	other molecular function	F
TRINITY_DN294142_c0_g1	serine-type endopeptidase activity	other molecular function	F
TRINITY_DN299202_c0_g2	serine-type endopeptidase activity	other molecular function	F
TRINITY_DN314160_c4_g1	serine-type endopeptidase activity	other molecular function	F
TRINITY_DN314626_c2_g5	fatty-acid synthase activity	other molecular function	F
TRINITY_DN314626_c2_g5	3-oxoacyl-[acyl-carrier-protein] reductase activity	other molecular function	F
TRINITY_DN293493_c3_g1	glutathione transferase activity	other molecular function	F
TRINITY_DN293493_c3_g4	glutathione transferase activity	other molecular function	F
TRINITY_DN226183_c0_g1	glycine hydroxymethyltransferase activity	other molecular function	F
TRINITY_DN276022_c0_g1	glycine hydroxymethyltransferase activity	other molecular function	F
TRINITY_DN274796_c0_g1	monooxygenase activity	other molecular function	F
TRINITY_DN276631_c0_g2	monooxygenase activity	other molecular function	F
TRINITY_DN311774_c0_g1	monooxygenase activity	other molecular function	F
TRINITY_DN223640_c0_g1	nuclease activity	other molecular function	F
TRINITY_DN276554_c0_g1	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F
TRINITY_DN310080_c0_g1	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F
TRINITY_DN310080_c0_g3	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F
TRINITY_DN233686_c0_g1	peroxidase activity	other molecular function	F
TRINITY_DN234179_c0_g1	peroxidase activity	other molecular function	F
TRINITY_DN271662_c0_g1	peroxidase activity	other molecular function	F
TRINITY_DN293818_c2_g1	peroxidase activity	other molecular function	F
TRINITY_DN293818_c2_g2	peroxidase activity	other molecular function	F
TRINITY_DN294184_c0_g1	peroxidase activity	other molecular function	F
TRINITY_DN298831_c0_g1	peroxidase activity	other molecular function	F
TRINITY_DN3463_c0_g1	peroxidase activity	other molecular function	F
TRINITY_DN226664_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN250557_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN255899_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN259522_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN259522_c1_g1	protein kinase activity	kinase activity	F
TRINITY_DN276539_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN277373_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN293348_c0_g2	protein kinase activity	kinase activity	F
TRINITY_DN294787_c0_g3	protein kinase activity	kinase activity	F
TRINITY_DN295071_c1_g1	protein kinase activity	kinase activity	F
TRINITY_DN295218_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN295269_c0_g4	protein kinase activity	kinase activity	F
TRINITY_DN295269_c0_g5	protein kinase activity	kinase activity	F
TRINITY_DN299032_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN299042_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN299263_c0_g3	protein kinase activity	kinase activity	F
TRINITY_DN299758_c1_g1	protein kinase activity	kinase activity	F
TRINITY_DN299758_c1_g2	protein kinase activity	kinase activity	F
TRINITY_DN310742_c1_g3	protein kinase activity	kinase activity	F
TRINITY_DN310744_c0_g3	protein kinase activity	kinase activity	F
TRINITY_DN311783_c0_g2	protein kinase activity	kinase activity	F
TRINITY_DN312745_c1_g6	protein kinase activity	kinase activity	F
TRINITY_DN314109_c2_g1	protein kinase activity	kinase activity	F
TRINITY_DN317243_c9_g4	protein kinase activity	kinase activity	F
TRINITY_DN371660_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN553854_c0_g1	protein kinase activity	kinase activity	F
TRINITY_DN250557_c0_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN259522_c0_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN259522_c1_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN276539_c0_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN277373_c0_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN293348_c0_g2	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN294787_c0_g3	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN295071_c1_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN295269_c0_g4	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN295269_c0_g5	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN299263_c0_g3	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN299758_c1_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN299758_c1_g2	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN310742_c1_g3	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN310744_c0_g3	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN311783_c0_g2	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN312745_c1_g6	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN314109_c2_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN371660_c0_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN553854_c0_g1	protein serine/threonine kinase activity	kinase activity	F
TRINITY_DN259522_c0_g1	calmodulin-dependent protein kinase activity	kinase activity	F
TRINITY_DN259522_c1_g1	calmodulin-dependent protein kinase activity	kinase activity	F
TRINITY_DN293348_c0_g2	calmodulin-dependent protein kinase activity	kinase activity	F
TRINITY_DN311783_c0_g2	calmodulin-dependent protein kinase activity	kinase activity	F
TRINITY_DN299758_c1_g1	cyclin-dependent protein kinase activity	kinase activity	F
TRINITY_DN299758_c1_g2	cyclin-dependent protein kinase activity	kinase activity	F
TRINITY_DN293332_c0_g1	phosphoprotein phosphatase activity	other molecular function	F
TRINITY_DN294747_c0_g1	phosphoprotein phosphatase activity	other molecular function	F
TRINITY_DN293332_c0_g1	protein serine/threonine phosphatase activity	other molecular function	F
TRINITY_DN25521_c0_g1	ubiquitin-protein ligase activity	other molecular function	F
TRINITY_DN296706_c2_g1	ubiquitin-protein ligase activity	other molecular function	F
TRINITY_DN311418_c0_g3	ubiquitin-protein ligase activity	other molecular function	F
TRINITY_DN292961_c0_g1	ubiquitin-specific protease activity	other molecular function	F
TRINITY_DN314831_c1_g1	ubiquitin-specific protease activity	other molecular function	F
TRINITY_DN252876_c0_g1	enzyme inhibitor activity	enzyme regulator activity	F
TRINITY_DN254084_c0_g1	enzyme inhibitor activity	enzyme regulator activity	F
TRINITY_DN277395_c0_g1	transmembrane receptor activity	signal transduction activity	F
TRINITY_DN312713_c2_g1	transmembrane receptor activity	signal transduction activity	F
TRINITY_DN231598_c0_g2	GTPase activator activity	enzyme regulator activity	F
TRINITY_DN298161_c0_g1	GTPase activator activity	enzyme regulator activity	F
TRINITY_DN312003_c1_g6	GTPase activator activity	enzyme regulator activity	F
TRINITY_DN252362_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN255993_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN259162_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN274735_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN276418_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN276582_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN278928_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN293383_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN294189_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN294772_c2_g5	structural molecule activity	other molecular function	F
TRINITY_DN294775_c0_g2	structural molecule activity	other molecular function	F
TRINITY_DN295075_c3_g1	structural molecule activity	other molecular function	F
TRINITY_DN296759_c4_g1	structural molecule activity	other molecular function	F
TRINITY_DN299270_c7_g1	structural molecule activity	other molecular function	F
TRINITY_DN299653_c1_g2	structural molecule activity	other molecular function	F
TRINITY_DN310743_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN316904_c8_g6	structural molecule activity	other molecular function	F
TRINITY_DN524499_c0_g1	structural molecule activity	other molecular function	F
TRINITY_DN277292_c0_g1	transporter activity	transporter activity	F
TRINITY_DN277395_c0_g1	transporter activity	transporter activity	F
TRINITY_DN293691_c0_g1	transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	transporter activity	transporter activity	F
TRINITY_DN294619_c0_g2	transporter activity	transporter activity	F
TRINITY_DN298173_c0_g1	transporter activity	transporter activity	F
TRINITY_DN299750_c3_g1	transporter activity	transporter activity	F
TRINITY_DN311730_c0_g1	transporter activity	transporter activity	F
TRINITY_DN312095_c1_g3	transporter activity	transporter activity	F
TRINITY_DN312713_c2_g1	transporter activity	transporter activity	F
TRINITY_DN277395_c0_g1	ion channel activity	transporter activity	F
TRINITY_DN294619_c0_g2	ion channel activity	transporter activity	F
TRINITY_DN312713_c2_g1	ion channel activity	transporter activity	F
TRINITY_DN294619_c0_g2	cation channel activity	transporter activity	F
TRINITY_DN298173_c0_g1	inorganic phosphate transmembrane transporter activity	transporter activity	F
TRINITY_DN311730_c0_g1	lipid transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	purine ribonucleotide transmembrane transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	ATP transmembrane transporter activity	transporter activity	F
TRINITY_DN312095_c1_g3	calcium-transporting ATPase activity	transporter activity	F
TRINITY_DN2119_c1_g1	copper ion binding	other molecular function	F
TRINITY_DN316974_c2_g2	copper ion binding	other molecular function	F
TRINITY_DN296771_c4_g2	calcium ion binding	other molecular function	F
TRINITY_DN254239_c0_g1	protein binding	other molecular function	F
TRINITY_DN271641_c0_g3	protein binding	other molecular function	F
TRINITY_DN311418_c0_g2	protein binding	other molecular function	F
TRINITY_DN256219_c0_g2	GTP binding	other molecular function	F
TRINITY_DN298167_c1_g1	GTP binding	other molecular function	F
TRINITY_DN310742_c0_g4	GTP binding	other molecular function	F
TRINITY_DN312716_c1_g1	GTP binding	other molecular function	F
TRINITY_DN231598_c0_g2	enzyme activator activity	enzyme regulator activity	F
TRINITY_DN298161_c0_g1	enzyme activator activity	enzyme regulator activity	F
TRINITY_DN312003_c1_g6	enzyme activator activity	enzyme regulator activity	F
TRINITY_DN254239_c0_g1	cytoskeletal protein binding	cytoskeletal activity	F
TRINITY_DN299729_c1_g1	"translation factor activity, nucleic acid binding"	nucleic acid binding activity	F
TRINITY_DN311463_c3_g2	"translation factor activity, nucleic acid binding"	nucleic acid binding activity	F
TRINITY_DN312702_c0_g1	"translation factor activity, nucleic acid binding"	nucleic acid binding activity	F
TRINITY_DN312717_c0_g3	"translation factor activity, nucleic acid binding"	nucleic acid binding activity	F
TRINITY_DN316993_c2_g1	"translation factor activity, nucleic acid binding"	nucleic acid binding activity	F
TRINITY_DN172940_c0_g1	methyltransferase activity	other molecular function	F
TRINITY_DN277371_c0_g1	methyltransferase activity	other molecular function	F
TRINITY_DN314176_c1_g1	methyltransferase activity	other molecular function	F
TRINITY_DN256557_c0_g2	peptidase activity	other molecular function	F
TRINITY_DN277209_c0_g1	peptidase activity	other molecular function	F
TRINITY_DN292961_c0_g1	peptidase activity	other molecular function	F
TRINITY_DN294142_c0_g1	peptidase activity	other molecular function	F
TRINITY_DN298447_c1_g1	peptidase activity	other molecular function	F
TRINITY_DN298805_c0_g2	peptidase activity	other molecular function	F
TRINITY_DN299202_c0_g2	peptidase activity	other molecular function	F
TRINITY_DN311738_c1_g1	peptidase activity	other molecular function	F
TRINITY_DN311986_c0_g1	peptidase activity	other molecular function	F
TRINITY_DN314160_c4_g1	peptidase activity	other molecular function	F
TRINITY_DN314168_c2_g5	peptidase activity	other molecular function	F
TRINITY_DN314275_c4_g1	peptidase activity	other molecular function	F
TRINITY_DN314831_c1_g1	peptidase activity	other molecular function	F
TRINITY_DN316223_c6_g3	peptidase activity	other molecular function	F
TRINITY_DN316900_c0_g1	peptidase activity	other molecular function	F
TRINITY_DN316900_c0_g2	peptidase activity	other molecular function	F
TRINITY_DN316900_c0_g3	peptidase activity	other molecular function	F
TRINITY_DN292961_c0_g1	cysteine-type peptidase activity	other molecular function	F
TRINITY_DN314831_c1_g1	cysteine-type peptidase activity	other molecular function	F
TRINITY_DN277209_c0_g1	serine-type peptidase activity	other molecular function	F
TRINITY_DN294142_c0_g1	serine-type peptidase activity	other molecular function	F
TRINITY_DN299202_c0_g2	serine-type peptidase activity	other molecular function	F
TRINITY_DN314160_c4_g1	serine-type peptidase activity	other molecular function	F
TRINITY_DN298447_c1_g1	metallopeptidase activity	other molecular function	F
TRINITY_DN314168_c2_g5	metallopeptidase activity	other molecular function	F
TRINITY_DN256557_c0_g2	exopeptidase activity	other molecular function	F
TRINITY_DN277209_c0_g1	exopeptidase activity	other molecular function	F
TRINITY_DN298177_c0_g1	zinc ion binding	other molecular function	F
TRINITY_DN311791_c1_g2	zinc ion binding	other molecular function	F
TRINITY_DN293691_c0_g1	cation transmembrane transporter activity	transporter activity	F
TRINITY_DN294619_c0_g2	cation transmembrane transporter activity	transporter activity	F
TRINITY_DN299750_c3_g1	cation transmembrane transporter activity	transporter activity	F
TRINITY_DN312095_c1_g3	cation transmembrane transporter activity	transporter activity	F
TRINITY_DN231504_c0_g1	O-acyltransferase activity	other molecular function	F
TRINITY_DN256326_c0_g1	O-acyltransferase activity	other molecular function	F
TRINITY_DN292999_c3_g1	O-acyltransferase activity	other molecular function	F
TRINITY_DN293813_c0_g1	transaminase activity	other molecular function	F
TRINITY_DN293818_c3_g2	anion transmembrane transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	organic anion transmembrane transporter activity	transporter activity	F
TRINITY_DN298602_c0_g1	electron carrier activity	other molecular function	F
TRINITY_DN311070_c0_g3	electron carrier activity	other molecular function	F
TRINITY_DN311987_c0_g6	disulfide oxidoreductase activity	other molecular function	F
TRINITY_DN277395_c0_g1	ion transmembrane transporter activity	transporter activity	F
TRINITY_DN293691_c0_g1	ion transmembrane transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	ion transmembrane transporter activity	transporter activity	F
TRINITY_DN294619_c0_g2	ion transmembrane transporter activity	transporter activity	F
TRINITY_DN298173_c0_g1	ion transmembrane transporter activity	transporter activity	F
TRINITY_DN299750_c3_g1	ion transmembrane transporter activity	transporter activity	F
TRINITY_DN312095_c1_g3	ion transmembrane transporter activity	transporter activity	F
TRINITY_DN312713_c2_g1	ion transmembrane transporter activity	transporter activity	F
TRINITY_DN294619_c0_g2	monovalent inorganic cation transmembrane transporter activity	transporter activity	F
TRINITY_DN299750_c3_g1	monovalent inorganic cation transmembrane transporter activity	transporter activity	F
TRINITY_DN312095_c1_g3	calcium ion transmembrane transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	nucleotide transmembrane transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	purine nucleotide transmembrane transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	drug transporter activity	transporter activity	F
TRINITY_DN277395_c0_g1	channel activity	transporter activity	F
TRINITY_DN294619_c0_g2	channel activity	transporter activity	F
TRINITY_DN312713_c2_g1	channel activity	transporter activity	F
TRINITY_DN298173_c0_g1	secondary active transmembrane transporter activity	transporter activity	F
TRINITY_DN299750_c3_g1	secondary active transmembrane transporter activity	transporter activity	F
TRINITY_DN277395_c0_g1	inorganic solute uptake transmembrane transporter activity	transporter activity	F
TRINITY_DN293691_c0_g1	inorganic solute uptake transmembrane transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	inorganic solute uptake transmembrane transporter activity	transporter activity	F
TRINITY_DN294619_c0_g2	inorganic solute uptake transmembrane transporter activity	transporter activity	F
TRINITY_DN298173_c0_g1	inorganic solute uptake transmembrane transporter activity	transporter activity	F
TRINITY_DN299750_c3_g1	inorganic solute uptake transmembrane transporter activity	transporter activity	F
TRINITY_DN312095_c1_g3	inorganic solute uptake transmembrane transporter activity	transporter activity	F
TRINITY_DN312713_c2_g1	inorganic solute uptake transmembrane transporter activity	transporter activity	F
TRINITY_DN312095_c1_g3	primary active transmembrane transporter activity	transporter activity	F
TRINITY_DN312095_c1_g3	P-P-bond-hydrolysis-driven transmembrane transporter activity	transporter activity	F
TRINITY_DN293818_c3_g2	organophosphate ester transmembrane transporter activity	transporter activity	F
TRINITY_DN312095_c1_g3	"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism"	transporter activity	F
TRINITY_DN293818_c3_g2	"nucleobase, nucleoside, nucleotide and nucleic acid transmembrane transporter activity"	transporter activity	F
TRINITY_DN233686_c0_g1	antioxidant activity	other molecular function	F
TRINITY_DN234179_c0_g1	antioxidant activity	other molecular function	F
TRINITY_DN271662_c0_g1	antioxidant activity	other molecular function	F
TRINITY_DN293818_c2_g1	antioxidant activity	other molecular function	F
TRINITY_DN293818_c2_g2	antioxidant activity	other molecular function	F
TRINITY_DN294184_c0_g1	antioxidant activity	other molecular function	F
TRINITY_DN298831_c0_g1	antioxidant activity	other molecular function	F
TRINITY_DN311987_c0_g6	antioxidant activity	other molecular function	F
TRINITY_DN3463_c0_g1	antioxidant activity	other molecular function	F
TRINITY_DN226664_c0_g1	kinase activity	kinase activity	F
TRINITY_DN250557_c0_g1	kinase activity	kinase activity	F
TRINITY_DN255899_c0_g1	kinase activity	kinase activity	F
TRINITY_DN259522_c0_g1	kinase activity	kinase activity	F
TRINITY_DN259522_c1_g1	kinase activity	kinase activity	F
TRINITY_DN276539_c0_g1	kinase activity	kinase activity	F
TRINITY_DN277373_c0_g1	kinase activity	kinase activity	F
TRINITY_DN293348_c0_g2	kinase activity	kinase activity	F
TRINITY_DN294787_c0_g3	kinase activity	kinase activity	F
