seq,name,term,lev,value,ProteinN,logFC,logCPM,FDR,PValue
TRINITY_DN311414_c0_g1,amide biosynthetic process,GO:0002181;GO:0006412;GO:0043043;GO:0006518;GO:0043604,4,32.9584544617072,Developmentally-regulated GTP-binding protein 1 homolog (DRG-1),22.0342162174369,9.31070399782299,1.18268473397764e-12,4.85651903432776e-15
TRINITY_DN314179_c1_g1,amide biosynthetic process,GO:0002181;GO:0006412;GO:0043043;GO:0006518;GO:0043604,4,7.74614036333536,RWD domain-containing protein 1 (Small androgen receptor-interacting protein),3.07152989863072,10.8180440731379,0.00424858277211572,0.000432408262751681
TRINITY_DN316210_c3_g3,amide biosynthetic process,GO:0002181;GO:0006412;GO:0043043;GO:0006518;GO:0043604,4,-12.0608257197171,Ribosome-recycling factor, chloroplastic (RRF) (Nuclear located protein D2) (Ribosome-releasing factor, chloroplastic) (Fragment),-9.91432928598931,6.37075355950806,9.46779382386184e-05,5.78162530762484e-06
TRINITY_DN310761_c3_g1,anatomical structure development,GO:0048856,2,-8.4979166287584,Protein FLX-like 4 (AtFLXL4),-5.92966668959657,7.5782502219002,0.00228640558209652,0.000203892711036717
TRINITY_DN314645_c3_g2,anatomical structure formation involved in morphogenesis,GO:0048646,2,6.44838236884512,Angio-associated migratory cell protein,9.0121335100312,2.01483627478285,0.0127594674693399,0.00158308093965315
TRINITY_DN314645_c3_g3,anatomical structure formation involved in morphogenesis,GO:0048646,2,22.2288595271744,Angio-associated migratory cell protein,20.8151331171171,7.06132864222441,7.15349682383701e-09,2.21885523453426e-10
TRINITY_DN311745_c0_g3,anatomical structure morphogenesis,GO:0000902;GO:0032989;GO:0009653,3,-8.30939136863722,Rac-like GTP-binding protein 4 (GTPase protein ROP4) (OsRac4),-3.56498082197027,9.3127448479832,0.00260057997236622,0.000246193839064072
TRINITY_DN298449_c4_g2,autophagosome organization,GO:0000045;GO:0070925;GO:1905037;GO:0007033,5,-4.87823041062288,Ras-related protein Rab-1A,-7.6957578931771,4.08494139543012,0.0452099869080029,0.00761046952473975
TRINITY_DN292914_c1_g1,carbohydrate metabolic process,GO:0005975,2,9.07054521994917,Sucrose synthase 1 (EC 2.4.1.13) (Shrunken-1) (Sucrose-UDP glucosyltransferase 1),3.8196539883214,14.4208258856937,0.00138496817253545,0.00011500381917338
TRINITY_DN312705_c0_g2,carbohydrate metabolic process,GO:0005975,2,8.59923885938682,Mannosylglycoprotein endo-beta-mannosidase (Endo-beta-mannosidase) (EC 3.2.1.152) [Cleaved into: Mannosylglycoprotein endo-beta-mannosidase 31 kDa subunit; Mannosylglycoprotein endo-beta-mannosidase 28 kDa subunit; Mannosylglycoprotein endo-beta-mannosidase 42 kDa subunit],3.1035420076782,11.7934955274418,0.00209647536792456,0.000184245977407263
TRINITY_DN111543_c0_g1,carboxylic acid metabolic process,GO:0019752;GO:0043436;GO:0006082,3,5.30449282850044,Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1),8.1412344734979,2.26341977851795,0.031935813591931,0.00496921783510854
TRINITY_DN172833_c0_g1,carboxylic acid metabolic process,GO:0019752;GO:0043436;GO:0006082,3,-7.46754184728541,Gibberellin 2-beta-dioxygenase 8 (EC 1.14.11.13) (GA 2-oxidase 8) (Gibberellin 2-beta-hydroxylase 8) (Gibberellin 2-oxidase 8),-12.5378847527906,3.0798143220118,0.00540755173419525,0.000571330990979595
TRINITY_DN314170_c2_g1,carboxylic acid metabolic process,GO:0019752;GO:0043436;GO:0006082,3,-5.32907263281672,Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1),-7.61812443889094,2.91002242796644,0.0314373986911883,0.00484856432742997
TRINITY_DN314641_c0_g1,carboxylic acid metabolic process,GO:0019752;GO:0043436;GO:0006082,3,6.73885597275749,Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain],12.4207438449318,3.67127014168805,0.0100949939966436,0.00118400091139955
TRINITY_DN45784_c0_g1,carboxylic acid metabolic process,GO:0019752;GO:0043436;GO:0006082,3,7.43941612002663,Nitrilase homolog 2 (EC 3.5.-.-),10.0074037273555,2.0999088600841,0.00554484537920829,0.00058762820173839
TRINITY_DN312745_c1_g1,cell cycle checkpoint,GO:0031570;GO:0000075;GO:0045786,3,10.8553114006482,Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1),13.9095396903651,3.56437277819624,0.000272781364754373,1.93018154705033e-05
TRINITY_DN312745_c1_g3,cell cycle checkpoint,GO:0031570;GO:0000075;GO:0045786,3,12.929402877154,Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1),16.2614231800615,4.2376681062774,4.19410499648708e-05,2.42566977179705e-06
TRINITY_DN316221_c2_g2,cell cycle checkpoint,GO:0031570;GO:0000075;GO:0045786,3,-6.91270143904319,DNA replication ATP-dependent helicase/nuclease DNA2 (DNA replication ATP-dependent helicase-like homolog) [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)],-7.07335650081806,5.27617502064109,0.00869980065277489,0.000995066052045981
TRINITY_DN293346_c7_g1,cell cycle process,GO:1903047;GO:0022402,3,6.35141259690512,Ras-related protein ced-10 (CErac1) (Cell death protein 10) (Cell-corpse engulfment protein ced-10) (Ras-related protein rac-1),11.5780275257019,5.22304229331439,0.0138070358606409,0.00174428142859793
TRINITY_DN295224_c1_g2,cell cycle process,GO:1903047;GO:0022402,3,34.7777778071615,Cell division control protein 42 homolog (CDC42Ce),23.5298958926348,10.650602824713,6.09261404805346e-13,7.87413770346166e-16
TRINITY_DN298843_c0_g1,cell cycle process,GO:1903047;GO:0022402,3,23.8196706397253,Serine/threonine-protein kinase pakA (dPAKa) (EC 2.7.11.1) (dpak1),21.3996836154872,7.38253974543802,1.59010741071869e-09,4.52114546504829e-11
TRINITY_DN312741_c6_g2,cell cycle process,GO:1903047;GO:0022402,3,10.2936852317707,Actin-1,13.2112699809252,3.08500463609502,0.000455451485315181,3.38461523820652e-05
TRINITY_DN311463_c2_g1,cell differentiation,GO:0030154,2,8.05297682649827,Elongation factor 2 (EF-2),14.7385081638035,4.40725839586043,0.00332188481093649,0.000318153423881021
TRINITY_DN278325_c0_g1,cellular catabolic process,GO:0044265;GO:0044248,2,6.02517418338692,Pumilio domain-containing protein C6G9.14,11.3255773115413,2.59120521062589,0.0182909998002133,0.0024171305067164
TRINITY_DN292384_c0_g1,cellular catabolic process,GO:0044265;GO:0044248,2,29.6708999147268,Putative general negative regulator of transcription C16C9.04c,23.888195776376,8.56927986057527,9.14744634541312e-12,1.30044471469524e-13
TRINITY_DN311468_c0_g1,cellular catabolic process,GO:0044265;GO:0044248,2,27.7603500465939,E3 ubiquitin-protein ligase RNF149 (EC 2.3.2.27) (DNA polymerase-transactivated protein 2) (RING finger protein 149) (RING-type E3 ubiquitin transferase RNF149),20.2051843918467,9.48197743917277,4.53254956583416e-11,8.78684891599514e-13
TRINITY_DN311463_c2_g1,cellular developmental process,GO:0048869,2,8.05297682649827,Elongation factor 2 (EF-2),14.7385081638035,4.40725839586043,0.00332188481093649,0.000318153423881021
TRINITY_DN311745_c0_g3,cellular developmental process,GO:0048869,2,-8.30939136863722,Rac-like GTP-binding protein 4 (GTPase protein ROP4) (OsRac4),-3.56498082197027,9.3127448479832,0.00260057997236622,0.000246193839064072
TRINITY_DN278343_c0_g1,cellular localization,GO:0006886;GO:0008104;GO:0015031;GO:0046907;GO:0033036;GO:0015833;GO:0045184;GO:0051641;GO:0051649;GO:0042886,5,-11.2537144800173,Protein SDA1 homolog (SDA1 domain-containing protein 1 homolog),-10.3171746404214,5.53889858295791,0.000193760036813526,1.29590719290468e-05
TRINITY_DN293346_c7_g1,cellular localization,GO:0006886;GO:0008104;GO:0015031;GO:0046907;GO:0033036;GO:0015833;GO:0045184;GO:0051641;GO:0051649;GO:0042886,5,6.35141259690512,Ras-related protein ced-10 (CErac1) (Cell death protein 10) (Cell-corpse engulfment protein ced-10) (Ras-related protein rac-1),11.5780275257019,5.22304229331439,0.0138070358606409,0.00174428142859793
TRINITY_DN295224_c1_g2,cellular localization,GO:0006886;GO:0008104;GO:0015031;GO:0046907;GO:0033036;GO:0015833;GO:0045184;GO:0051641;GO:0051649;GO:0042886,5,34.7777778071615,Cell division control protein 42 homolog (CDC42Ce),23.5298958926348,10.650602824713,6.09261404805346e-13,7.87413770346166e-16
TRINITY_DN234177_c0_g1,cellular protein modification process,GO:0006464;GO:0036211,2,-5.80114100435103,BTB/POZ domain-containing protein At5g47800,-7.18633570346576,4.01711896032251,0.0219567023924577,0.00302410226226205
TRINITY_DN271251_c0_g1,cellular protein modification process,GO:0006464;GO:0036211,2,-13.2217087191996,COP9 signalosome complex subunit 2 (Signalosome subunit 2) (Protein FUSCA 12),-5.80988523758241,8.22016375514264,3.18443836466873e-05,1.81085994242874e-06
TRINITY_DN277215_c0_g1,cellular protein modification process,GO:0006464;GO:0036211,2,33.2324252989069,Peptide methionine sulfoxide reductase MsrA 1 (Protein-methionine-S-oxide reductase 1) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase 1) (Peptide Met(O) reductase 1),20.6936657690256,9.34544600932653,1.14288287631456e-12,3.69267488308422e-15
TRINITY_DN296379_c5_g1,cellular protein modification process,GO:0006464;GO:0036211,2,6.91276847053935,General negative regulator of transcription subunit 4 (Modulator of transcription 2),2.4153216005952,10.8111947530297,0.00869980065277489,0.000994999353515208
TRINITY_DN299296_c0_g1,cellular protein modification process,GO:0006464;GO:0036211,2,-10.573352148228,Probable E3 ubiquitin-protein ligase XBOS32 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBOS32) (RING-type E3 ubiquitin transferase XBOS32) (XB3 protein homolog 2),-6.09854323806581,7.33516395213302,0.000353525762774333,2.55888935011804e-05
TRINITY_DN299783_c0_g3,cellular protein modification process,GO:0006464;GO:0036211,2,10.9678844795399,Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase II) (LPL-II) (LysoPLA II),12.9307652414718,3.89212011954649,0.000248273568109339,1.72467906764161e-05
TRINITY_DN312737_c2_g4,cellular protein modification process,GO:0006464;GO:0036211,2,30.7749274870363,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyp) (Cyclosporin A-binding protein) (Rotamase) (allergen Cat r 1),21.9015275620774,12.5515953493913,3.92464652319742e-12,4.31140490432026e-14
TRINITY_DN314173_c2_g1,cellular protein modification process,GO:0006464;GO:0036211,2,-5.50717466198132,E3 ubiquitin-protein ligase SHPRH (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase SHPRH) (SNF2, histone-linker, PHD and RING finger domain-containing helicase),-3.91158337989116,6.861367345167,0.027367290209588,0.00405755516855606
TRINITY_DN314832_c0_g1,cellular protein modification process,GO:0006464;GO:0036211,2,21.8032350926508,eEF1A lysine and N-terminal methyltransferase (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-); eEF1A N-terminal methyltransferase (EC 2.1.1.-)],20.3830878235088,6.8847674789197,1.01065429432974e-08,3.39605966430671e-10
TRINITY_DN34409_c0_g1,cellular protein modification process,GO:0006464;GO:0036211,2,5.08168871801072,Ubiquitin-fold modifier 1,8.36612758565182,1.72859817470805,0.0382831413785545,0.00620941420744245
TRINITY_DN292970_c0_g1,cellular response to stimulus,GO:0006974;GO:0033554;GO:0051716,4,29.339548939379,Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (Exonuclease 3'-5' domain-like-containing protein 2),20.8921925223861,8.29820604365944,1.19277516913937e-11,1.81132255087401e-13
TRINITY_DN292970_c0_g2,cellular response to stimulus,GO:0006974;GO:0033554;GO:0051716,4,8.71111229538282,Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (Exonuclease 3'-5' domain-like-containing protein 2),11.9088291314446,2.51934758908879,0.001902557793983,0.000164744907524215
TRINITY_DN295269_c0_g6,cellular response to stimulus,GO:0006974;GO:0033554;GO:0051716,4,6.97467970940067,Serine/threonine-protein kinase KIN82 (EC 2.7.11.1) (Flippase kinase 2),9.35352655472444,1.86038163980533,0.00831795369885503,0.000935265876317141
TRINITY_DN312745_c1_g1,cellular response to stimulus,GO:0006974;GO:0033554;GO:0051716,4,10.8553114006482,Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1),13.9095396903651,3.56437277819624,0.000272781364754373,1.93018154705033e-05
TRINITY_DN312745_c1_g3,cellular response to stimulus,GO:0006974;GO:0033554;GO:0051716,4,12.929402877154,Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1),16.2614231800615,4.2376681062774,4.19410499648708e-05,2.42566977179705e-06
TRINITY_DN298843_c0_g1,cytokinesis,GO:0000281;GO:0061640;GO:0000910,2,23.8196706397253,Serine/threonine-protein kinase pakA (dPAKa) (EC 2.7.11.1) (dpak1),21.3996836154872,7.38253974543802,1.59010741071869e-09,4.52114546504829e-11
TRINITY_DN312741_c6_g2,cytokinesis,GO:0000281;GO:0061640;GO:0000910,2,10.2936852317707,Actin-1,13.2112699809252,3.08500463609502,0.000455451485315181,3.38461523820652e-05
TRINITY_DN277915_c0_g1,cytoplasmic translational elongation,GO:0002182;GO:0006414,3,33.793459082109,Elongation factor 3 (EF-3),21.7137055142311,12.6203378127874,8.15188158761435e-13,2.10710994187124e-15
TRINITY_DN310761_c3_g1,developmental process,GO:0032502,1,-8.4979166287584,Protein FLX-like 4 (AtFLXL4),-5.92966668959657,7.5782502219002,0.00228640558209652,0.000203892711036717
TRINITY_DN311463_c2_g1,developmental process,GO:0032502,1,8.05297682649827,Elongation factor 2 (EF-2),14.7385081638035,4.40725839586043,0.00332188481093649,0.000318153423881021
TRINITY_DN311745_c0_g3,developmental process,GO:0032502,1,-8.30939136863722,Rac-like GTP-binding protein 4 (GTPase protein ROP4) (OsRac4),-3.56498082197027,9.3127448479832,0.00260057997236622,0.000246193839064072
TRINITY_DN314645_c3_g2,developmental process,GO:0032502,1,6.44838236884512,Angio-associated migratory cell protein,9.0121335100312,2.01483627478285,0.0127594674693399,0.00158308093965315
TRINITY_DN314645_c3_g3,developmental process,GO:0032502,1,22.2288595271744,Angio-associated migratory cell protein,20.8151331171171,7.06132864222441,7.15349682383701e-09,2.21885523453426e-10
TRINITY_DN292970_c0_g1,DNA metabolic process,GO:0006259,2,29.339548939379,Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (Exonuclease 3'-5' domain-like-containing protein 2),20.8921925223861,8.29820604365944,1.19277516913937e-11,1.81132255087401e-13
TRINITY_DN292970_c0_g2,DNA metabolic process,GO:0006259,2,8.71111229538282,Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (Exonuclease 3'-5' domain-like-containing protein 2),11.9088291314446,2.51934758908879,0.001902557793983,0.000164744907524215
TRINITY_DN298237_c0_g2,DNA metabolic process,GO:0006259,2,-6.76527299861285,DNA polymerase delta subunit 4 (DNA polymerase delta subunit p12),-6.46774260094297,6.00472761980301,0.00988627574683003,0.00115313264769165
TRINITY_DN292970_c0_g1,DNA repair,GO:0006281;GO:0000724;GO:0000725;GO:0006302;GO:0006310,5,29.339548939379,Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (Exonuclease 3'-5' domain-like-containing protein 2),20.8921925223861,8.29820604365944,1.19277516913937e-11,1.81132255087401e-13
TRINITY_DN292970_c0_g2,DNA repair,GO:0006281;GO:0000724;GO:0000725;GO:0006302;GO:0006310,5,8.71111229538282,Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (Exonuclease 3'-5' domain-like-containing protein 2),11.9088291314446,2.51934758908879,0.001902557793983,0.000164744907524215
TRINITY_DN252333_c0_g1,establishment of localization,GO:0006810;GO:0051234;GO:0051179,2,-5.39374173533767,Amino acid permease 6 (Amino acid transporter AAP6),-4.10398329184335,10.3933854325209,0.0299288839967868,0.00454493553424549
TRINITY_DN278343_c0_g1,establishment of localization,GO:0006810;GO:0051234;GO:0051179,2,-11.2537144800173,Protein SDA1 homolog (SDA1 domain-containing protein 1 homolog),-10.3171746404214,5.53889858295791,0.000193760036813526,1.29590719290468e-05
TRINITY_DN292396_c0_g1,establishment of localization,GO:0006810;GO:0051234;GO:0051179,2,-13.1036496742437,Amino acid permease 2 (Amino acid transporter AAP2),-6.01382923314128,8.1544948037559,3.56323643658011e-05,2.03777980379541e-06
TRINITY_DN292396_c0_g2,establishment of localization,GO:0006810;GO:0051234;GO:0051179,2,-7.12614930081174,Probable amino acid permease 7 (Amino acid transporter AAP7),-9.97372758361215,2.78735859038851,0.00727423335120206,0.000803808661102134
TRINITY_DN292396_c0_g3,establishment of localization,GO:0006810;GO:0051234;GO:0051179,2,-6.29945975211746,Amino acid permease 5 (Amino acid transporter AAP5),-8.40494498101468,3.29054768320728,0.0143596831803775,0.00183729710482375
TRINITY_DN292396_c0_g4,establishment of localization,GO:0006810;GO:0051234;GO:0051179,2,-5.9081366101307,Amino acid permease 2 (Amino acid transporter AAP2),-9.31746425231106,1.96182293450054,0.0201193174649995,0.00271724546053952
TRINITY_DN293346_c7_g1,establishment of localization,GO:0006810;GO:0051234;GO:0051179,2,6.35141259690512,Ras-related protein ced-10 (CErac1) (Cell death protein 10) (Cell-corpse engulfment protein ced-10) (Ras-related protein rac-1),11.5780275257019,5.22304229331439,0.0138070358606409,0.00174428142859793
TRINITY_DN295224_c1_g2,establishment of localization,GO:0006810;GO:0051234;GO:0051179,2,34.7777778071615,Cell division control protein 42 homolog (CDC42Ce),23.5298958926348,10.650602824713,6.09261404805346e-13,7.87413770346166e-16
TRINITY_DN299209_c0_g1,establishment of localization,GO:0006810;GO:0051234;GO:0051179,2,14.3427451528285,Mechanosensitive ion channel protein 2, chloroplastic (Mechanosensitive channel of small conductance-like 2) (MscS-Like protein 2),4.96304008149527,11.4067192757216,1.10713768574585e-05,5.90234953628646e-07
TRINITY_DN298476_c0_g1,formation of cytoplasmic translation initiation complex,GO:0001732,4,-17.3629590057319,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 large subunit) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (p114),-6.17949162017213,9.30297943020024,7.24633247222062e-07,2.87980256569672e-08
TRINITY_DN298237_c0_g2,homeostatic process,GO:0060249;GO:0042592,3,-6.76527299861285,DNA polymerase delta subunit 4 (DNA polymerase delta subunit p12),-6.46774260094297,6.00472761980301,0.00988627574683003,0.00115313264769165
TRINITY_DN311493_c0_g1,homeostatic process,GO:0060249;GO:0042592,3,8.38704850229629,Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 7.2.2.13) (Sodium pump subunit alpha),13.9541887566718,5.41843270871887,0.00246341994537583,0.00022779863426448
TRINITY_DN226686_c0_g1,immune system process,GO:0002376,1,25.1057001416316,GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Short-chain dehydrogenase/reductase family 4E member 1),19.096578977277,7.87506781209436,4.65924475672657e-10,1.24949051634347e-11
TRINITY_DN298863_c0_g2,immune system process,GO:0002376,1,-5.67358814142653,Methylesterase 1 (AtMES1) (EC 3.1.1.-),-3.7889341894672,6.74098765080045,0.0238942069017425,0.00343551601656718
TRINITY_DN299263_c0_g1,immune system process,GO:0002376,1,14.510903369234,cAMP-dependent protein kinase catalytic subunit gamma (PKA C-gamma) (EC 2.7.11.11),17.6957531678913,4.89030117904777,9.47256923600224e-06,4.98878444416273e-07
TRINITY_DN299263_c0_g2,immune system process,GO:0002376,1,8.66241578738287,cAMP-dependent protein kinase catalytic subunit gamma (PKA C-gamma) (EC 2.7.11.11),11.5140217237107,2.37326595653225,0.00199007295151279,0.000172965952813228
TRINITY_DN312745_c1_g2,immune system process,GO:0002376,1,6.02560668479661,cAMP-dependent protein kinase catalytic subunit gamma (PKA C-gamma) (EC 2.7.11.11),9.57811394153458,2.90650194348033,0.0182909998002133,0.0024160853204034
TRINITY_DN252333_c0_g1,ion transport,GO:0006811,4,-5.39374173533767,Amino acid permease 6 (Amino acid transporter AAP6),-4.10398329184335,10.3933854325209,0.0299288839967868,0.00454493553424549
TRINITY_DN292396_c0_g1,ion transport,GO:0006811,4,-13.1036496742437,Amino acid permease 2 (Amino acid transporter AAP2),-6.01382923314128,8.1544948037559,3.56323643658011e-05,2.03777980379541e-06
TRINITY_DN292396_c0_g2,ion transport,GO:0006811,4,-7.12614930081174,Probable amino acid permease 7 (Amino acid transporter AAP7),-9.97372758361215,2.78735859038851,0.00727423335120206,0.000803808661102134
TRINITY_DN292396_c0_g3,ion transport,GO:0006811,4,-6.29945975211746,Amino acid permease 5 (Amino acid transporter AAP5),-8.40494498101468,3.29054768320728,0.0143596831803775,0.00183729710482375
TRINITY_DN292396_c0_g4,ion transport,GO:0006811,4,-5.9081366101307,Amino acid permease 2 (Amino acid transporter AAP2),-9.31746425231106,1.96182293450054,0.0201193174649995,0.00271724546053952
TRINITY_DN299209_c0_g1,ion transport,GO:0006811,4,14.3427451528285,Mechanosensitive ion channel protein 2, chloroplastic (Mechanosensitive channel of small conductance-like 2) (MscS-Like protein 2),4.96304008149527,11.4067192757216,1.10713768574585e-05,5.90234953628646e-07
TRINITY_DN172833_c0_g1,isoprenoid metabolic process,GO:0006721;GO:0006720,4,-7.46754184728541,Gibberellin 2-beta-dioxygenase 8 (EC 1.14.11.13) (GA 2-oxidase 8) (Gibberellin 2-beta-hydroxylase 8) (Gibberellin 2-oxidase 8),-12.5378847527906,3.0798143220118,0.00540755173419525,0.000571330990979595
TRINITY_DN293491_c0_g1,lipid biosynthetic process,GO:0008610,2,-7.22089101593521,Delta(14)-sterol reductase (EC 1.3.1.70) (C-14 sterol reductase) (Protein FACKEL) (Sterol C14-reductase),-9.42067679787695,4.04456730478155,0.00675495909811514,0.000731150661669974
TRINITY_DN111543_c0_g1,lipid metabolic process,GO:0044255;GO:0006629,2,5.30449282850044,Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1),8.1412344734979,2.26341977851795,0.031935813591931,0.00496921783510854
TRINITY_DN172833_c0_g1,lipid metabolic process,GO:0044255;GO:0006629,2,-7.46754184728541,Gibberellin 2-beta-dioxygenase 8 (EC 1.14.11.13) (GA 2-oxidase 8) (Gibberellin 2-beta-hydroxylase 8) (Gibberellin 2-oxidase 8),-12.5378847527906,3.0798143220118,0.00540755173419525,0.000571330990979595
TRINITY_DN293491_c0_g1,lipid metabolic process,GO:0044255;GO:0006629,2,-7.22089101593521,Delta(14)-sterol reductase (EC 1.3.1.70) (C-14 sterol reductase) (Protein FACKEL) (Sterol C14-reductase),-9.42067679787695,4.04456730478155,0.00675495909811514,0.000731150661669974
TRINITY_DN314170_c2_g1,lipid metabolic process,GO:0044255;GO:0006629,2,-5.32907263281672,Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1),-7.61812443889094,2.91002242796644,0.0314373986911883,0.00484856432742997
TRINITY_DN314641_c0_g1,lipid metabolic process,GO:0044255;GO:0006629,2,6.73885597275749,Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain],12.4207438449318,3.67127014168805,0.0100949939966436,0.00118400091139955
